,Player,Mat_2016,Inns_2016,NO_2016,Runs_2016,HS_2016,Avg_2016,BF_2016,SR_2016,100_2016,50_2016,4s_2016,6s_2016,Mat_2017,Inns_2017,NO_2017,Runs_2017,HS_2017,Avg_2017,BF_2017,SR_2017,100_2017,50_2017,4s_2017,6s_2017,Mat_2018,Inns_2018,NO_2018,Runs_2018,HS_2018,Avg_2018,BF_2018,SR_2018,100_2018,50_2018,4s_2018,6s_2018,Mat_2019,Inns_2019,NO_2019,Runs_2019,HS_2019,Avg_2019,BF_2019,SR_2019,100_2019,50_2019,4s_2019,6s_2019,Mat_2020,Inns_2020,NO_2020,Runs_2020,HS_2020,Avg_2020,BF_2020,SR_2020,100_2020,50_2020,4s_2020,6s_2020,Mat_2021,Inns_2021,NO_2021,Runs_2021,HS_2021,Avg_2021,BF_2021,SR_2021,100_2021,50_2021,4s_2021,6s_2021,Mat_2022,Inns_2022,NO_2022,Runs_2022,HS_2022,Avg_2022,BF_2022,SR_2022,100_2022,50_2022,4s_2022,6s_2022
0,Virat Kohli,16.0,16.0,4.0,973.0,113,81.08,640.0,152.03,4.0,7.0,83.0,38.0,10.0,10.0,0.0,308.0,64,30.8,252.0,122.22,0.0,4.0,23.0,11.0,14.0,14.0,3.0,530.0,92*,48.18,381.0,139.1,0.0,4.0,52.0,18.0,14.0,14.0,0.0,464.0,100,33.14,328.0,141.46,1.0,2.0,46.0,13.0,15.0,15.0,4.0,466.0,90*,42.36,384.0,121.35,0.0,3.0,23.0,11.0,15.0,15.0,1.0,405.0,72*,28.92,339.0,119.46,0.0,3.0,43.0,9.0,16.0,16.0,1.0,341.0,73,22.73,294.0,115.98,0.0,2.0,32.0,8.0
1,David Warner,17.0,17.0,3.0,848.0,93*,60.57,560.0,151.42,0.0,9.0,88.0,31.0,14.0,14.0,3.0,641.0,126,58.27,452.0,141.81,1.0,4.0,63.0,26.0,,,,,,,,,,,,,12.0,12.0,2.0,692.0,100*,69.2,481.0,143.86,1.0,8.0,57.0,21.0,16.0,16.0,2.0,548.0,85*,39.14,407.0,134.64,0.0,4.0,52.0,14.0,8.0,8.0,0.0,195.0,57,24.37,181.0,107.73,0.0,2.0,15.0,6.0,12.0,12.0,3.0,432.0,92*,48,287.0,150.52,0.0,5.0,52.0,15.0
2,AB de Villiers,16.0,16.0,3.0,687.0,129*,52.84,407.0,168.79,1.0,6.0,57.0,37.0,9.0,9.0,1.0,216.0,89*,27.0,163.0,132.51,0.0,1.0,12.0,16.0,12.0,11.0,2.0,480.0,90*,53.33,275.0,174.54,0.0,6.0,39.0,30.0,13.0,13.0,3.0,442.0,82*,44.2,287.0,154.0,0.0,5.0,31.0,26.0,15.0,14.0,4.0,454.0,73*,45.4,286.0,158.74,0.0,5.0,33.0,23.0,15.0,14.0,4.0,313.0,76*,31.3,211.0,148.34,0.0,2.0,23.0,16.0,,,,,,,,,,,,
3,Gautam Gambhir,15.0,15.0,2.0,501.0,90*,38.53,411.0,121.89,0.0,5.0,54.0,6.0,16.0,16.0,4.0,498.0,76*,41.5,389.0,128.02,0.0,4.0,61.0,7.0,6.0,5.0,0.0,85.0,55,17.0,88.0,96.59,0.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Shikhar Dhawan,17.0,17.0,4.0,501.0,82*,38.53,429.0,116.78,0.0,4.0,51.0,8.0,14.0,14.0,1.0,479.0,77,36.84,376.0,127.39,0.0,3.0,53.0,9.0,16.0,16.0,3.0,497.0,92*,38.23,363.0,136.91,0.0,4.0,59.0,14.0,16.0,16.0,1.0,521.0,97*,34.73,384.0,135.67,0.0,5.0,64.0,11.0,17.0,17.0,3.0,618.0,106*,44.14,427.0,144.73,2.0,4.0,67.0,12.0,16.0,16.0,1.0,587.0,92,39.13,471.0,124.62,0.0,3.0,63.0,16.0,14.0,14.0,2.0,460.0,88*,38.33,375.0,122.66,0.0,3.0,47.0,12.0
5,Rohit Sharma,14.0,14.0,3.0,489.0,85*,44.45,368.0,132.88,0.0,5.0,49.0,16.0,17.0,16.0,2.0,333.0,67,23.78,273.0,121.97,0.0,3.0,31.0,9.0,14.0,14.0,2.0,286.0,94,23.83,215.0,133.02,0.0,2.0,25.0,12.0,15.0,15.0,1.0,405.0,67,28.92,315.0,128.57,0.0,2.0,52.0,10.0,12.0,12.0,0.0,332.0,80,27.66,260.0,127.69,0.0,3.0,27.0,19.0,13.0,13.0,0.0,381.0,63,29.3,299.0,127.42,0.0,1.0,33.0,14.0,14.0,14.0,0.0,268.0,48,19.14,223.0,120.17,0.0,0.0,28.0,13.0
6,Ajinkya Rahane,14.0,14.0,3.0,480.0,74,43.63,379.0,126.64,0.0,6.0,54.0,9.0,16.0,16.0,1.0,382.0,60,25.46,323.0,118.26,0.0,2.0,35.0,9.0,15.0,14.0,1.0,370.0,65*,28.46,313.0,118.21,0.0,1.0,39.0,5.0,14.0,13.0,1.0,393.0,105*,32.75,285.0,137.89,1.0,1.0,45.0,9.0,9.0,8.0,0.0,113.0,60,14.12,107.0,105.6,0.0,1.0,12.0,2.0,2.0,1.0,0.0,8.0,8,8.0,8.0,100.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,133.0,44,19,128.0,103.9,0.0,0.0,14.0,4.0
7,Murali Vijay,14.0,14.0,1.0,453.0,89,34.84,364.0,124.45,0.0,5.0,50.0,10.0,,,,,,,,,,,,,1.0,1.0,0.0,12.0,12,12.0,10.0,120.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,64.0,38,32.0,61.0,104.91,0.0,0.0,6.0,1.0,3.0,3.0,0.0,32.0,21,10.66,43.0,74.41,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,Quinton de Kock,13.0,13.0,1.0,445.0,108,37.08,327.0,136.08,1.0,3.0,52.0,13.0,,,,,,,,,,,,,8.0,8.0,0.0,201.0,53,25.12,162.0,124.07,0.0,1.0,20.0,8.0,16.0,16.0,1.0,529.0,81,35.26,398.0,132.91,0.0,4.0,45.0,25.0,16.0,16.0,2.0,503.0,78*,35.92,358.0,140.5,0.0,4.0,46.0,22.0,11.0,11.0,1.0,297.0,70*,29.7,256.0,116.01,0.0,2.0,29.0,7.0,,,,,,,,,,,,
9,Suresh Raina,15.0,15.0,1.0,399.0,75,28.5,312.0,127.88,0.0,3.0,39.0,10.0,14.0,14.0,3.0,442.0,84,40.18,307.0,143.97,0.0,3.0,42.0,13.0,15.0,15.0,3.0,445.0,75*,37.08,336.0,132.44,0.0,4.0,46.0,12.0,17.0,17.0,1.0,383.0,59,23.93,314.0,121.97,0.0,3.0,45.0,9.0,,,,,,,,,,,,,12.0,11.0,2.0,160.0,54,17.77,128.0,125.0,0.0,1.0,13.0,9.0,,,,,,,,,,,,
10,KL Rahul,14.0,12.0,3.0,397.0,68*,44.11,271.0,146.49,0.0,4.0,37.0,16.0,,,,,,,,,,,,,14.0,14.0,2.0,659.0,95*,54.91,416.0,158.41,0.0,6.0,66.0,32.0,14.0,14.0,3.0,593.0,100*,53.9,438.0,135.38,1.0,6.0,49.0,25.0,14.0,14.0,2.0,670.0,132*,55.83,518.0,129.34,1.0,5.0,58.0,23.0,13.0,13.0,3.0,626.0,98*,62.6,451.0,138.8,0.0,6.0,48.0,30.0,,,,,,,,,,,,
11,Robin Uthappa,15.0,15.0,0.0,394.0,72,26.26,289.0,136.33,0.0,3.0,45.0,8.0,14.0,13.0,0.0,388.0,87,29.84,235.0,165.1,0.0,5.0,36.0,21.0,16.0,16.0,0.0,351.0,54,21.93,265.0,132.45,0.0,1.0,30.0,21.0,12.0,11.0,2.0,282.0,67*,31.33,245.0,115.1,0.0,1.0,28.0,10.0,12.0,12.0,0.0,196.0,41,16.33,164.0,119.51,0.0,0.0,19.0,7.0,4.0,4.0,0.0,115.0,63,28.75,84.0,136.9,0.0,1.0,8.0,5.0,12.0,11.0,0.0,230.0,88,20.91,171.0,134.5,0.0,2.0,19.0,14.0
12,Aaron Finch,13.0,12.0,2.0,393.0,74,39.3,299.0,131.43,0.0,5.0,45.0,11.0,13.0,13.0,1.0,299.0,72,24.91,180.0,166.11,0.0,2.0,25.0,19.0,10.0,9.0,1.0,134.0,46,16.75,100.0,134.0,0.0,0.0,6.0,8.0,,,,,,,,,,,,,12.0,12.0,0.0,268.0,52,22.33,241.0,111.2,0.0,1.0,28.0,8.0,,,,,,,,,,,,,5.0,5.0,0.0,86.0,58,17.2,61.0,140.98,0.0,1.0,10.0,3.0
13,Yusuf Pathan,15.0,13.0,8.0,361.0,63*,72.2,248.0,145.56,0.0,3.0,33.0,13.0,15.0,11.0,3.0,143.0,59,17.87,115.0,124.34,0.0,1.0,9.0,6.0,15.0,13.0,4.0,260.0,45*,28.88,200.0,130.0,0.0,0.0,22.0,11.0,10.0,8.0,5.0,40.0,16*,13.33,45.0,88.88,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Karun Nair,14.0,12.0,2.0,357.0,83*,35.7,297.0,120.2,0.0,3.0,40.0,6.0,14.0,13.0,0.0,281.0,64,21.61,226.0,124.33,0.0,1.0,39.0,6.0,13.0,12.0,0.0,301.0,54,25.08,221.0,136.19,0.0,2.0,23.0,13.0,1.0,1.0,0.0,5.0,5,5.0,6.0,83.33,0.0,0.0,0.0,0.0,4.0,3.0,1.0,16.0,15*,8.0,14.0,114.28,0.0,0.0,2.0,0.0,,,,,,,,,,,,,3.0,2.0,0.0,16.0,13,8,18.0,88.88,0.0,0.0,1.0,0.0
15,Brendon McCullum,16.0,16.0,0.0,354.0,60,22.12,262.0,135.11,0.0,1.0,38.0,16.0,11.0,11.0,0.0,319.0,72,29.0,217.0,147.0,0.0,2.0,29.0,18.0,6.0,6.0,0.0,127.0,43,21.16,88.0,144.31,0.0,0.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Dinesh Karthik,16.0,15.0,2.0,335.0,53,25.76,266.0,125.93,0.0,3.0,38.0,3.0,14.0,13.0,3.0,361.0,65,36.1,259.0,139.38,0.0,2.0,30.0,11.0,16.0,16.0,6.0,498.0,52,49.8,337.0,147.77,0.0,2.0,49.0,16.0,14.0,13.0,5.0,253.0,97*,31.62,173.0,146.24,0.0,2.0,22.0,14.0,14.0,14.0,2.0,169.0,58,14.08,134.0,126.11,0.0,1.0,20.0,4.0,17.0,15.0,5.0,223.0,40,22.3,170.0,131.17,0.0,0.0,22.0,7.0,16.0,16.0,10.0,330.0,66*,55,180.0,183.33,0.0,1.0,27.0,22.0
17,Ambati Rayudu,13.0,12.0,1.0,334.0,65,30.36,278.0,120.14,0.0,2.0,28.0,12.0,5.0,5.0,0.0,91.0,63,18.2,78.0,116.66,0.0,1.0,7.0,3.0,16.0,16.0,2.0,602.0,100*,43.0,402.0,149.75,1.0,3.0,53.0,34.0,17.0,17.0,5.0,282.0,57,23.5,303.0,93.06,0.0,1.0,20.0,7.0,12.0,11.0,2.0,359.0,71,39.88,282.0,127.3,0.0,1.0,30.0,12.0,16.0,13.0,4.0,257.0,72*,28.55,170.0,151.17,0.0,2.0,16.0,17.0,13.0,11.0,0.0,274.0,78,24.91,224.0,122.32,0.0,1.0,25.0,15.0
18,Dwayne Smith,12.0,12.0,1.0,324.0,73,29.45,221.0,146.6,0.0,3.0,35.0,16.0,12.0,12.0,1.0,239.0,74,21.72,156.0,153.2,0.0,2.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sanju Samson,14.0,14.0,3.0,291.0,60,26.45,259.0,112.35,0.0,1.0,20.0,8.0,14.0,14.0,0.0,386.0,102,27.57,273.0,141.39,1.0,2.0,32.0,19.0,15.0,15.0,1.0,441.0,92*,31.5,320.0,137.81,0.0,3.0,30.0,19.0,12.0,12.0,2.0,342.0,102*,34.2,230.0,148.69,1.0,0.0,28.0,13.0,14.0,14.0,1.0,375.0,85,28.84,236.0,158.89,0.0,3.0,21.0,26.0,14.0,14.0,2.0,484.0,119,40.33,354.0,136.72,1.0,2.0,45.0,17.0,17.0,17.0,1.0,458.0,55,28.63,312.0,146.79,0.0,2.0,43.0,26.0
20,MS Dhoni,14.0,12.0,5.0,284.0,64*,40.57,210.0,135.23,0.0,1.0,18.0,14.0,16.0,15.0,4.0,290.0,61*,26.36,250.0,116.0,0.0,1.0,15.0,16.0,16.0,15.0,9.0,455.0,79*,75.83,302.0,150.66,0.0,3.0,24.0,30.0,15.0,12.0,7.0,416.0,84*,83.2,309.0,134.62,0.0,3.0,22.0,23.0,14.0,12.0,4.0,200.0,47*,25.0,172.0,116.27,0.0,0.0,16.0,7.0,16.0,11.0,4.0,114.0,18*,16.28,107.0,106.54,0.0,0.0,12.0,3.0,14.0,13.0,6.0,232.0,50*,33.14,188.0,123.4,0.0,1.0,21.0,10.0
21,Steve Smith,8.0,7.0,1.0,270.0,101,45.0,176.0,153.4,1.0,0.0,27.0,8.0,15.0,15.0,3.0,472.0,84*,39.33,387.0,121.96,0.0,3.0,38.0,12.0,,,,,,,,,,,,,12.0,10.0,2.0,319.0,73*,39.87,275.0,116.0,0.0,3.0,30.0,4.0,14.0,14.0,2.0,311.0,69,25.91,237.0,131.22,0.0,3.0,32.0,9.0,8.0,7.0,1.0,152.0,39,25.33,135.0,112.59,0.0,0.0,13.0,2.0,,,,,,,,,,,,
22,Wriddhiman Saha,12.0,12.0,1.0,270.0,56,24.54,212.0,127.35,0.0,2.0,29.0,1.0,14.0,11.0,1.0,234.0,93*,23.4,187.0,125.13,0.0,1.0,20.0,8.0,11.0,10.0,2.0,122.0,35,15.25,102.0,119.6,0.0,0.0,17.0,1.0,5.0,5.0,0.0,86.0,28,17.2,53.0,162.26,0.0,0.0,13.0,1.0,4.0,4.0,1.0,214.0,87,71.33,153.0,139.86,0.0,2.0,24.0,5.0,9.0,9.0,0.0,131.0,44,14.55,140.0,93.57,0.0,0.0,7.0,5.0,11.0,11.0,1.0,317.0,68,31.7,259.0,122.39,0.0,3.0,40.0,7.0
23,Jos Buttler,14.0,14.0,3.0,255.0,41,23.18,184.0,138.58,0.0,0.0,23.0,11.0,10.0,10.0,0.0,272.0,77,27.2,177.0,153.67,0.0,1.0,27.0,15.0,13.0,13.0,3.0,548.0,95*,54.8,353.0,155.24,0.0,5.0,52.0,21.0,8.0,8.0,0.0,311.0,89,38.87,205.0,151.7,0.0,3.0,38.0,14.0,13.0,12.0,2.0,328.0,70*,32.8,227.0,144.49,0.0,2.0,27.0,16.0,7.0,7.0,0.0,254.0,124,36.28,166.0,153.01,1.0,0.0,27.0,13.0,17.0,17.0,2.0,863.0,116,57.53,579.0,149.05,4.0,4.0,83.0,45.0
24,Manish Pandey,12.0,11.0,3.0,248.0,52,31.0,183.0,135.51,0.0,2.0,17.0,9.0,14.0,13.0,5.0,396.0,81*,49.5,308.0,128.57,0.0,2.0,28.0,12.0,15.0,13.0,2.0,284.0,62*,25.81,246.0,115.44,0.0,3.0,22.0,5.0,12.0,11.0,3.0,344.0,83*,43.0,263.0,130.79,0.0,3.0,34.0,6.0,16.0,15.0,2.0,425.0,83*,32.69,333.0,127.62,0.0,3.0,35.0,18.0,8.0,8.0,2.0,292.0,69*,48.66,236.0,123.72,0.0,3.0,21.0,10.0,6.0,6.0,0.0,88.0,38,14.67,80.0,110.0,0.0,0.0,9.0,2.0
25,Krunal Pandya,12.0,9.0,3.0,237.0,86,39.5,124.0,191.12,0.0,1.0,22.0,13.0,13.0,11.0,4.0,243.0,47,34.71,179.0,135.75,0.0,0.0,24.0,7.0,14.0,13.0,3.0,228.0,41*,22.8,157.0,145.22,0.0,0.0,22.0,10.0,16.0,15.0,4.0,183.0,42,16.63,150.0,122.0,0.0,0.0,18.0,5.0,16.0,12.0,6.0,109.0,34,18.16,92.0,118.47,0.0,0.0,9.0,5.0,13.0,12.0,2.0,143.0,39,14.3,123.0,116.26,0.0,0.0,10.0,6.0,14.0,13.0,4.0,183.0,42,20.33,145.0,126.2,0.0,0.0,16.0,4.0
26,Yuvraj Singh,10.0,10.0,1.0,236.0,44,26.22,179.0,131.84,0.0,0.0,22.0,13.0,12.0,11.0,2.0,252.0,70*,28.0,177.0,142.37,0.0,2.0,30.0,8.0,8.0,6.0,0.0,65.0,20,10.83,73.0,89.04,0.0,0.0,6.0,2.0,4.0,4.0,0.0,98.0,53,24.5,75.0,130.66,0.0,1.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Chris Gayle,10.0,10.0,0.0,227.0,76,22.7,150.0,151.33,0.0,2.0,17.0,21.0,9.0,9.0,0.0,200.0,77,22.22,163.0,122.69,0.0,1.0,15.0,14.0,11.0,11.0,2.0,368.0,104*,40.88,252.0,146.03,1.0,3.0,30.0,27.0,13.0,13.0,1.0,490.0,99*,40.83,319.0,153.6,0.0,4.0,45.0,34.0,7.0,7.0,0.0,288.0,99,41.14,210.0,137.14,0.0,3.0,15.0,23.0,10.0,10.0,1.0,193.0,46,21.44,154.0,125.32,0.0,0.0,21.0,8.0,,,,,,,,,,,,
28,Kieron Pollard,13.0,12.0,4.0,207.0,51*,25.87,144.0,143.75,0.0,1.0,11.0,16.0,17.0,16.0,3.0,385.0,70,29.61,276.0,139.49,0.0,3.0,26.0,22.0,9.0,8.0,1.0,133.0,50,19.0,100.0,133.0,0.0,1.0,10.0,7.0,16.0,14.0,6.0,279.0,83,34.87,178.0,156.74,0.0,1.0,14.0,22.0,16.0,12.0,7.0,268.0,60*,53.6,140.0,191.42,0.0,1.0,15.0,22.0,14.0,13.0,5.0,245.0,87*,30.62,165.0,148.48,0.0,1.0,16.0,16.0,11.0,11.0,1.0,144.0,25,14.4,134.0,107.46,0.0,0.0,6.0,9.0
29,Faf du Plessis,6.0,6.0,0.0,206.0,69,34.33,162.0,127.16,0.0,2.0,17.0,9.0,2.0,1.0,0.0,8.0,8,8.0,7.0,114.28,0.0,0.0,1.0,0.0,6.0,6.0,1.0,162.0,67*,32.4,129.0,125.58,0.0,1.0,17.0,6.0,12.0,12.0,1.0,396.0,96,36.0,321.0,123.36,0.0,3.0,36.0,15.0,13.0,13.0,2.0,449.0,87*,40.81,319.0,140.75,0.0,4.0,42.0,14.0,16.0,16.0,2.0,633.0,95*,45.21,458.0,138.2,0.0,6.0,60.0,23.0,,,,,,,,,,,,
30,Rishabh Pant,10.0,10.0,2.0,198.0,69,24.75,152.0,130.26,0.0,1.0,19.0,6.0,14.0,14.0,0.0,366.0,97,26.14,221.0,165.61,0.0,2.0,28.0,24.0,14.0,14.0,1.0,684.0,128*,52.61,394.0,173.6,1.0,5.0,68.0,37.0,16.0,16.0,3.0,488.0,78*,37.53,300.0,162.66,0.0,3.0,37.0,27.0,14.0,14.0,3.0,343.0,56,31.18,301.0,113.95,0.0,1.0,31.0,9.0,16.0,16.0,4.0,419.0,58*,34.91,326.0,128.52,0.0,3.0,42.0,10.0,14.0,13.0,2.0,340.0,44,30.91,224.0,151.78,0.0,0.0,35.0,16.0
31,Chris Morris,12.0,7.0,4.0,195.0,82*,65.0,109.0,178.89,0.0,1.0,15.0,12.0,9.0,9.0,4.0,154.0,52*,30.8,94.0,163.82,0.0,1.0,15.0,6.0,4.0,4.0,3.0,46.0,27*,46.0,26.0,176.92,0.0,0.0,3.0,2.0,9.0,6.0,0.0,32.0,17,5.33,37.0,86.48,0.0,0.0,1.0,2.0,9.0,5.0,1.0,34.0,25*,8.5,21.0,161.9,0.0,0.0,2.0,3.0,11.0,7.0,2.0,67.0,36*,13.4,49.0,136.73,0.0,0.0,2.0,5.0,,,,,,,,,,,,
32,JP Duminy,10.0,8.0,3.0,191.0,49*,38.2,156.0,122.43,0.0,0.0,13.0,3.0,,,,,,,,,,,,,6.0,4.0,3.0,36.0,23,36.0,40.0,90.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ravindra Jadeja,15.0,15.0,6.0,191.0,36*,21.22,178.0,107.3,0.0,0.0,14.0,4.0,12.0,10.0,6.0,158.0,28,39.5,113.0,139.82,0.0,0.0,13.0,4.0,16.0,10.0,5.0,89.0,27*,17.8,74.0,120.27,0.0,0.0,3.0,4.0,16.0,9.0,6.0,106.0,31*,35.33,88.0,120.45,0.0,0.0,7.0,4.0,14.0,11.0,6.0,232.0,50,46.4,135.0,171.85,0.0,1.0,22.0,11.0,16.0,12.0,9.0,227.0,62*,75.66,156.0,145.51,0.0,1.0,19.0,9.0,10.0,10.0,4.0,116.0,26*,19.33,98.0,118.36,0.0,0.0,6.0,5.0
34,Andre Russell,12.0,8.0,1.0,188.0,39*,26.85,114.0,164.91,0.0,0.0,10.0,15.0,,,,,,,,,,,,,16.0,14.0,3.0,316.0,88*,28.72,171.0,184.79,0.0,1.0,17.0,31.0,14.0,13.0,4.0,510.0,80*,56.66,249.0,204.81,0.0,4.0,31.0,52.0,10.0,9.0,0.0,117.0,25,13.0,81.0,144.44,0.0,0.0,9.0,9.0,10.0,9.0,2.0,183.0,54,26.14,120.0,152.5,0.0,1.0,14.0,14.0,14.0,12.0,3.0,335.0,70*,37.22,192.0,174.47,0.0,1.0,18.0,32.0
35,Suryakumar Yadav,15.0,11.0,4.0,182.0,60,26.0,143.0,127.27,0.0,1.0,18.0,5.0,10.0,7.0,1.0,105.0,31,17.5,88.0,119.31,0.0,0.0,8.0,3.0,14.0,14.0,0.0,512.0,72,36.57,384.0,133.33,0.0,4.0,61.0,16.0,16.0,15.0,2.0,424.0,71*,32.61,324.0,130.86,0.0,2.0,45.0,10.0,16.0,15.0,3.0,480.0,79*,40.0,331.0,145.01,0.0,4.0,61.0,11.0,14.0,14.0,0.0,317.0,82,22.64,221.0,143.43,0.0,2.0,40.0,10.0,8.0,8.0,1.0,303.0,68*,43.29,208.0,145.67,0.0,3.0,23.0,16.0
36,Moises Henriques,17.0,15.0,3.0,182.0,31*,15.16,158.0,115.18,0.0,0.0,15.0,6.0,12.0,11.0,5.0,277.0,55*,46.16,203.0,136.45,0.0,3.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,31.0,14,15.5,32.0,96.87,0.0,0.0,0.0,1.0,,,,,,,,,,,,
37,Glenn Maxwell,11.0,11.0,2.0,179.0,68,19.88,124.0,144.35,0.0,2.0,14.0,8.0,14.0,13.0,3.0,310.0,47,31.0,179.0,173.18,0.0,0.0,19.0,26.0,12.0,12.0,0.0,169.0,47,14.08,120.0,140.83,0.0,0.0,14.0,9.0,,,,,,,,,,,,,13.0,11.0,4.0,108.0,32,15.42,106.0,101.88,0.0,0.0,9.0,0.0,15.0,14.0,2.0,513.0,78,42.75,356.0,144.1,0.0,6.0,48.0,21.0,13.0,13.0,2.0,301.0,55,27.36,178.0,169.1,0.0,1.0,31.0,15.0
38,Shane Watson,16.0,15.0,2.0,179.0,36,13.76,134.0,133.58,0.0,0.0,14.0,12.0,8.0,7.0,1.0,71.0,24,11.83,78.0,91.02,0.0,0.0,6.0,1.0,15.0,15.0,1.0,555.0,117*,39.64,359.0,154.59,2.0,2.0,44.0,35.0,17.0,17.0,0.0,398.0,96,23.41,312.0,127.56,0.0,3.0,42.0,20.0,11.0,11.0,1.0,299.0,83*,29.9,247.0,121.05,0.0,2.0,33.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
39,Parthiv Patel,10.0,10.0,0.0,177.0,81,17.7,152.0,116.44,0.0,1.0,23.0,4.0,16.0,16.0,0.0,395.0,70,24.68,293.0,134.81,0.0,2.0,49.0,8.0,6.0,6.0,1.0,153.0,53,30.6,109.0,140.36,0.0,1.0,20.0,4.0,14.0,14.0,0.0,373.0,67,26.64,268.0,139.17,0.0,2.0,48.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Saurabh Tiwary,10.0,7.0,0.0,170.0,57,24.28,141.0,120.56,0.0,2.0,17.0,4.0,1.0,1.0,0.0,52.0,52,52.0,43.0,120.93,0.0,1.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,0.0,103.0,42,20.6,80.0,128.75,0.0,0.0,8.0,3.0,5.0,4.0,2.0,115.0,50*,57.5,97.0,118.55,0.0,1.0,10.0,2.0,,,,,,,,,,,,
41,Manan Vohra,7.0,7.0,0.0,161.0,51,23.0,131.0,122.9,0.0,1.0,19.0,3.0,11.0,9.0,0.0,229.0,95,25.44,159.0,144.02,0.0,1.0,23.0,9.0,4.0,4.0,0.0,55.0,45,13.75,47.0,117.02,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,42.0,14,10.5,39.0,107.69,0.0,0.0,5.0,2.0,2.0,1.0,0.0,19.0,19,19,11.0,172.72,0.0,0.0,1.0,2.0
42,David Miller,14.0,13.0,3.0,161.0,31,16.1,131.0,122.9,0.0,0.0,11.0,4.0,5.0,4.0,1.0,83.0,30*,27.66,80.0,103.75,0.0,0.0,4.0,4.0,3.0,3.0,1.0,74.0,26,37.0,64.0,115.62,0.0,0.0,3.0,2.0,10.0,10.0,2.0,213.0,59*,26.62,164.0,129.87,0.0,1.0,19.0,7.0,,,,,,,,,,,,,9.0,8.0,3.0,124.0,62,24.8,113.0,109.73,0.0,1.0,11.0,3.0,16.0,16.0,9.0,481.0,94*,68.71,337.0,142.72,0.0,2.0,32.0,23.0
43,Shaun Marsh,6.0,6.0,1.0,159.0,56*,31.8,134.0,118.65,0.0,1.0,13.0,4.0,9.0,8.0,0.0,264.0,84,33.0,194.0,136.08,0.0,2.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Hashim Amla,6.0,6.0,0.0,157.0,96,26.16,119.0,131.93,0.0,1.0,20.0,4.0,10.0,10.0,3.0,420.0,104*,60.0,288.0,145.83,2.0,2.0,40.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Thisara Perera,12.0,10.0,3.0,150.0,34,21.42,93.0,161.29,0.0,0.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Marcus Stoinis,7.0,5.0,1.0,146.0,52,36.5,108.0,135.18,0.0,1.0,13.0,4.0,5.0,3.0,0.0,17.0,9,5.66,24.0,70.83,0.0,0.0,1.0,0.0,7.0,7.0,3.0,99.0,29*,24.75,76.0,130.26,0.0,0.0,6.0,4.0,10.0,10.0,6.0,211.0,46*,52.75,156.0,135.25,0.0,0.0,14.0,10.0,17.0,17.0,3.0,352.0,65,25.14,237.0,148.52,0.0,3.0,31.0,16.0,10.0,7.0,3.0,89.0,27*,22.25,72.0,123.61,0.0,0.0,11.0,1.0,11.0,10.0,2.0,156.0,38*,19.5,106.0,147.16,0.0,0.0,7.0,13.0
