,Player,Mat,Inns,Ov,Wkts,Runs,Avg,Econ,SR,4w,5w,year
985,Marchant de Lange,1,1,4.0,2,32,16.0,8.0,12.0,0,0,2014
986,Rahul Tewatia,3,3,9.0,2,59,29.5,6.55,27.0,0,0,2014
987,Rahul Shukla,3,3,9.0,2,98,49.0,10.88,27.0,0,0,2014
988,Ben Cutting,1,1,4.0,1,31,31.0,7.75,24.0,0,0,2014
989,Vikramjeet Malik,1,1,3.0,1,29,29.0,9.66,18.0,0,0,2014
990,Laxmi Ratan Shukla,6,5,9.0,1,83,83.0,8.89,56.0,0,0,2014
991,Suresh Raina,16,8,18.0,1,134,134.0,7.44,108.0,0,0,2014
992,Andre Russell,2,2,5.0,1,52,52.0,10.4,30.0,0,0,2014
993,Murali Kartik,2,2,8.0,1,91,91.0,11.37,48.0,0,0,2014
994,Lendl Simmons,8,1,3.0,1,34,34.0,11.33,18.0,0,0,2014
995,Parveez Rasool,3,3,9.0,1,83,83.0,9.22,54.0,0,0,2014
996,Glenn Maxwell,16,7,11.0,1,132,132.0,12.0,66.0,0,0,2014
997,John Hastings,1,1,3.0,1,29,29.0,9.66,18.0,0,0,2014
998,Ryan ten Doeschate,10,4,5.0,1,35,35.0,7.0,30.0,0,0,2014
999,Rohit Sharma,15,2,3.0,1,26,26.0,8.66,18.0,0,0,2014
1000,Pat Cummins,1,1,4.0,1,29,29.0,7.25,24.0,0,0,2014
1001,Pawan Suyal,1,1,3.0,1,35,35.0,11.66,18.0,0,0,2014
1002,Jimmy Neesham,4,4,9.0,1,91,91.0,10.11,54.0,0,0,2014
1003,Ravi Rampaul,2,2,6.0,1,37,37.0,6.16,36.0,0,0,2014
1004,Jason Holder,1,1,3.0,1,35,35.0,11.66,18.0,0,0,2014
1005,Rahul Sharma,2,2,6.0,1,65,65.0,10.83,36.0,0,0,2014
1006,Dwayne Bravo,18,18,62.0,32,497,15.53,7.95,11.71,1,0,2013
1007,James Faulkner,16,16,63.0,28,427,15.25,6.75,13.53,0,2,2013
1008,Harbhajan Singh,19,19,70.0,24,456,19.0,6.51,17.5,0,0,2013
1009,Mitchell Johnson,17,17,64.0,24,459,19.12,7.17,16.0,0,0,2013
1010,Vinay Kumar,16,16,60.0,23,493,21.43,8.19,15.69,0,0,2013
1011,Sunil Narine,16,16,64.0,22,350,15.9,5.46,17.45,2,0,2013
1012,Amit Mishra,17,17,62.0,21,394,18.76,6.35,17.71,1,0,2013
1013,Lasith Malinga,17,17,65.0,20,468,23.4,7.16,19.6,0,0,2013
1014,Mohit Sharma,15,15,50.0,20,326,16.3,6.43,15.2,0,0,2013
1015,Dale Steyn,17,17,68.0,19,384,20.21,5.66,21.42,0,0,2013
1016,Kevon Cooper,14,14,54.0,19,449,23.63,8.31,17.05,0,0,2013
1017,Thisara Perera,16,16,59.0,19,478,25.15,8.01,18.84,0,0,2013
1018,Ashok Dinda,13,13,49.0,16,465,29.06,9.48,18.37,0,0,2013
1019,Jacques Kallis,16,15,53.0,16,394,24.62,7.43,19.87,0,0,2013
1020,Pragyan Ojha,16,15,52.0,16,381,23.81,7.28,19.62,0,0,2013
1021,Umesh Yadav,16,16,58.0,16,508,31.75,8.78,21.68,1,0,2013
1022,Azhar Mahmood,11,11,44.0,15,330,22.0,7.52,17.53,0,0,2013
1023,Chris Morris,16,16,50.0,15,401,26.73,8.02,20.0,0,0,2013
1024,Ishant Sharma,16,16,59.0,15,466,31.06,7.81,23.86,0,0,2013
1025,Parvinder Awana,14,14,54.0,15,412,27.46,7.62,21.6,0,0,2013
1026,Ravichandran Ashwin,18,18,58.0,15,390,26.0,6.72,23.2,0,0,2013
1027,Bhuvneshwar Kumar,16,16,57.0,13,371,28.53,6.5,26.3,0,0,2013
1028,Jaydev Unadkat,13,13,49.0,13,370,28.46,7.55,22.61,0,1,2013
1029,Ravi Rampaul,10,10,37.0,13,261,20.07,6.92,17.38,0,0,2013
1030,Ravindra Jadeja,18,15,43.0,13,323,24.84,7.48,19.92,0,0,2013
1031,RP Singh,11,11,40.0,13,335,25.76,8.41,18.38,0,0,2013
1032,Shane Watson,16,13,41.0,13,298,22.92,7.15,19.23,0,0,2013
1033,Lakshmipathy Balaji,13,13,50.0,12,387,32.25,7.74,25.0,0,0,2013
1034,Praveen Kumar,15,15,56.0,12,373,31.08,6.62,28.16,0,0,2013
1035,Siddharth Trivedi,17,17,60.0,12,410,34.16,6.85,29.91,0,0,2013
1036,Ashish Nehra,10,10,36.0,11,316,28.72,8.77,19.63,0,0,2013
1037,Karn Sharma,13,13,35.0,11,230,20.9,6.6,19.0,0,0,2013
1038,Piyush Chawla,16,16,58.0,11,418,38.0,7.16,31.81,0,0,2013
1039,Rajat Bhatia,15,15,44.0,11,332,30.18,7.57,23.9,0,0,2013
1040,Irfan Pathan,15,15,51.0,10,382,38.2,7.44,30.8,0,0,2013
1041,Kieron Pollard,18,14,31.0,10,292,29.2,9.41,18.6,0,0,2013
1042,Murali Kartik,11,11,39.0,9,284,31.55,7.28,26.0,0,0,2013
1043,Rahul Sharma,11,11,41.0,9,281,31.22,6.85,27.33,0,0,2013
1044,Sachithra Senanayake,8,8,32.0,9,209,23.22,6.53,21.33,0,0,2013
1045,Shahbaz Nadeem,12,12,44.0,9,259,28.77,5.88,29.33,0,0,2013
1046,Darren Sammy,10,9,22.0,8,168,21.0,7.52,16.75,1,0,2013
1047,Dhawal Kulkarni,6,6,18.0,8,151,18.87,8.08,14.0,0,0,2013
1048,Sandeep Sharma,4,4,16.0,8,119,14.87,7.43,12.0,0,0,2013
1049,Albie Morkel,8,7,24.0,7,159,22.71,6.62,20.57,0,0,2013
1050,Iqbal Abdulla,5,5,19.0,7,142,20.28,7.53,16.14,0,0,2013
1051,Manpreet Gony,8,8,28.0,7,256,36.57,9.14,24.0,0,0,2013
1052,Mitchell Marsh,9,7,19.0,7,182,26.0,9.41,16.57,0,0,2013
1053,Moises Henriques,10,8,21.0,7,185,26.42,8.74,18.14,0,0,2013
1054,Morne Morkel,10,10,40.0,7,335,47.85,8.37,34.28,0,0,2013
1055,Ajit Chandila,8,8,25.0,6,156,26.0,6.24,25.0,0,0,2013
1056,Stuart Binny,17,14,24.0,6,162,27.0,6.75,24.0,0,0,2013
1057,Wayne Parnell,4,4,15.0,6,137,22.83,9.23,14.83,0,0,2013
1058,Yuvraj Singh,13,10,22.0,6,152,25.33,6.9,22.0,0,0,2013
1059,Angelo Mathews,11,10,31.0,5,240,48.0,7.74,37.2,0,0,2013
1060,Harmeet Singh Bansal,3,3,11.0,5,87,17.4,7.67,13.6,0,0,2013
1061,Johan Botha,6,6,16.0,5,109,21.8,6.54,20.0,0,0,2013
1062,Shanthakumaran Sreesanth,7,7,21.0,5,163,32.6,7.52,26.0,0,0,2013
1063,Zaheer Khan,2,2,6.0,5,47,9.4,7.83,7.2,1,0,2013
1064,Brett Lee,3,3,12.0,4,86,21.5,7.16,18.0,0,0,2013
1065,Dirk Nannes,5,5,20.0,4,158,39.5,7.96,29.75,0,0,2013
1066,Siddarth Kaul,6,6,22.0,4,170,42.5,7.78,32.75,0,0,2013
1067,Abu Nechim,2,2,7.0,3,45,15.0,6.42,14.0,0,0,2013
1068,Ali Murtaza,3,3,10.0,3,94,31.33,9.4,20.0,0,0,2013
1069,Ashish Reddy,12,5,6.0,3,70,23.33,10.5,13.33,0,0,2013
1070,Chris Gayle,16,4,4.0,3,40,13.33,10.0,8.0,0,0,2013
1071,Jasprit Bumrah,2,2,7.0,3,70,23.33,10.0,14.0,0,0,2013
1072,Munaf Patel,4,4,15.0,3,137,45.66,9.13,30.0,0,0,2013
1073,Muttiah Muralitharan,6,6,23.0,3,177,59.0,7.69,46.0,0,0,2013
1074,Rahul Shukla,3,3,8.0,3,79,26.33,9.87,16.0,0,0,2013
1075,Roelof van der Merwe,3,3,11.0,3,71,23.66,6.45,22.0,0,0,2013
1076,Ryan McLaren,2,2,7.0,3,94,31.33,13.42,14.0,0,0,2013
1077,Syed Mohammad,4,4,10.0,3,91,30.33,9.1,20.0,0,0,2013
1078,Abhishek Nayar,11,3,8.0,2,59,29.5,7.37,24.0,0,0,2013
1079,Ajantha Mendis,3,3,12.0,2,78,39.0,6.5,36.0,0,0,2013
1080,Anand Rajan,2,2,8.0,2,42,21.0,5.25,24.0,0,0,2013
1081,Dwayne Smith,13,3,5.0,2,59,29.5,11.8,15.0,0,0,2013
1082,Jason Holder,6,6,20.0,2,168,84.0,8.4,60.0,0,0,2013
1083,Kane Richardson,3,3,12.0,2,101,50.5,8.53,35.5,0,0,2013
1084,Luke Wright,6,5,10.0,2,100,50.0,10.16,29.5,0,0,2013
1085,Rishi Dhawan,6,5,15.0,2,109,54.5,7.26,45.0,0,0,2013
1086,Vikramjeet Malik,3,3,10.0,2,59,29.5,5.9,30.0,0,0,2013
1087,Aaron Finch,14,3,4.0,1,49,49.0,12.25,24.0,0,0,2013
1088,Abhimanyu Mithun,1,1,4.0,1,37,37.0,9.25,24.0,0,0,2013
1089,Andrew McDonald,1,1,2.0,1,17,17.0,8.5,12.0,0,0,2013
1090,Ankeet Chavan,3,3,9.0,1,63,63.0,7.0,54.0,0,0,2013
1091,Ankit Rajpoot,2,2,4.0,1,35,35.0,8.75,24.0,0,0,2013
1092,Ben Laughlin,2,2,7.0,1,71,71.0,10.14,42.0,0,0,2013
1093,Bhargav Bhatt,2,2,5.0,1,32,32.0,6.4,30.0,0,0,2013
1094,Bipul Sharma,1,1,4.0,1,21,21.0,5.25,24.0,0,0,2013
1095,Cameron White,13,2,2.0,1,16,16.0,8.0,12.0,0,0,2013
1096,Hanuma Vihari,17,5,6.0,1,38,38.0,6.33,36.0,0,0,2013
1097,Harmeet Singh,1,1,4.0,1,34,34.0,8.5,24.0,0,0,2013
1098,Ishwar Pandey,2,2,4.0,1,50,50.0,12.5,24.0,0,0,2013
1099,Jeevan Mendis,3,2,5.0,1,36,36.0,7.2,30.0,0,0,2013
1100,Laxmi Ratan Shukla,4,2,3.0,1,22,22.0,7.33,18.0,0,0,2013
1101,Marlon Samuels,2,1,4.0,1,34,34.0,8.5,24.0,0,0,2013
1102,Mohammad Shami,3,3,9.0,1,78,78.0,8.66,54.0,0,0,2013
1103,Nathan Coulter-Nile,1,1,4.0,1,29,29.0,7.25,24.0,0,0,2013
1104,Parveez Rasool,2,2,5.0,1,28,28.0,5.6,30.0,0,0,2013
1105,Pawan Suyal,1,1,3.0,1,21,21.0,7.0,18.0,0,0,2013
1106,Pravin Tambe,3,3,11.0,1,88,88.0,8.0,66.0,0,0,2013
1107,Ryan Harris,3,3,12.0,1,72,72.0,6.0,72.0,0,0,2013
1108,Sarabjit Ladda,1,1,2.0,1,18,18.0,9.0,12.0,0,0,2013
1109,Shaun Tait,3,3,10.0,1,98,98.0,9.8,60.0,0,0,2013
1110,Suresh Raina,18,2,2.0,1,23,23.0,11.5,12.0,0,0,2013
1111,Tirumalasetti Suman,7,1,2.0,1,15,15.0,7.5,12.0,0,0,2013
1112,Yusuf Pathan,16,5,9.0,1,73,73.0,8.11,54.0,0,0,2013
1113,Morne Morkel,16,16,63.0,25,453,18.12,7.19,15.12,1,0,2012
1114,Sunil Narine,15,15,59.0,24,324,13.5,5.47,14.79,1,1,2012
1115,Lasith Malinga,14,14,55.0,22,350,15.9,6.3,15.13,1,0,2012
1116,Umesh Yadav,17,17,61.0,19,453,23.84,7.42,19.26,0,0,2012
1117,Vinay Kumar,15,14,56.0,19,480,25.26,8.59,17.63,0,0,2012
1118,Dale Steyn,12,12,46.0,18,285,15.83,6.1,15.55,0,0,2012
1119,Parvinder Awana,12,12,47.0,17,372,21.88,7.91,16.58,1,0,2012
1120,Zaheer Khan,16,15,60.0,17,453,26.64,7.55,21.17,0,0,2012
1121,Kieron Pollard,14,14,44.0,16,350,21.87,7.98,16.43,1,0,2012
1122,Piyush Chawla,16,16,57.0,16,419,26.18,7.35,21.37,0,0,2012
1123,Dwayne Bravo,19,18,57.0,15,461,30.73,7.99,23.06,0,0,2012
1124,Jacques Kallis,17,16,54.0,15,403,26.86,7.46,21.6,0,0,2012
1125,Munaf Patel,12,12,46.0,15,367,24.46,7.86,18.66,2,0,2012
1126,Muttiah Muralitharan,10,10,40.0,15,260,17.33,6.5,16.0,0,0,2012
1127,Azhar Mahmood,11,11,42.0,14,329,23.5,7.71,18.28,0,0,2012
1128,Ben Hilfenhaus,9,9,34.0,14,233,16.64,6.85,14.57,0,0,2012
1129,Ravichandran Ashwin,19,18,66.0,14,432,30.85,6.56,28.21,0,0,2012
1130,Albie Morkel,16,15,49.0,13,385,29.61,7.77,22.84,0,0,2012
1131,Amit Mishra,14,14,47.0,13,377,29.0,8.02,21.69,0,0,2012
1132,Rajat Bhatia,17,16,53.0,13,389,29.92,7.31,24.53,0,0,2012
1133,Siddharth Trivedi,14,14,52.0,13,380,29.23,7.3,24.0,1,0,2012
1134,Ravindra Jadeja,19,14,35.0,12,273,22.75,7.8,17.5,0,1,2012
1135,Shakib Al Hasan,8,8,30.0,12,195,16.25,6.5,15.0,0,0,2012
1136,Ashish Nehra,13,13,48.0,11,402,36.54,8.37,26.18,0,0,2012
1137,Lakshmipathy Balaji,8,8,30.0,11,162,14.72,5.43,16.27,1,0,2012
1138,Amit Singh,9,9,33.0,10,310,31.0,9.44,19.7,0,0,2012
1139,Ashish Reddy,9,8,24.0,10,205,20.5,8.48,14.5,0,0,2012
1140,Brad Hogg,9,9,36.0,10,253,25.3,7.02,21.6,0,0,2012
1141,Kevon Cooper,6,6,24.0,10,174,17.4,7.25,14.4,1,0,2012
1142,RP Singh,11,11,41.0,10,318,31.8,7.75,24.6,0,0,2012
1143,Veer Pratap Singh,9,9,34.0,10,296,29.6,8.7,20.4,0,0,2012
1144,Ashok Dinda,7,7,24.0,9,169,18.77,7.04,16.0,1,0,2012
1145,Harshal Patel,12,11,41.0,9,340,37.77,8.29,27.33,0,0,2012
1146,Johan Botha,11,11,41.0,9,297,33.0,7.24,27.33,0,0,2012
1147,Pragyan Ojha,9,9,30.0,9,220,24.44,7.33,20.0,0,0,2012
1148,Praveen Kumar,16,16,63.0,9,434,48.22,6.88,42.0,0,0,2012
1149,Rahul Sharma,11,11,37.0,9,300,33.33,8.1,24.66,0,0,2012
1150,Shadab Jakati,15,15,41.0,9,335,37.22,8.17,27.33,0,0,2012
1151,Bhuvneshwar Kumar,11,11,39.0,8,281,35.12,7.2,29.25,0,0,2012
1152,Dan Christian,7,7,27.0,8,233,29.12,8.62,20.25,0,0,2012
1153,Doug Bollinger,6,6,18.0,8,157,19.62,8.72,13.5,0,0,2012
1154,Irfan Pathan,17,17,60.0,8,465,58.12,7.75,45.0,0,0,2012
1155,Marlon Samuels,8,8,28.0,8,216,27.0,7.53,21.5,0,0,2012
1156,Ryan Harris,5,5,18.0,8,130,16.25,7.22,13.5,1,0,2012
1157,Shahbaz Nadeem,12,12,45.0,8,318,39.75,7.06,33.75,0,0,2012
1158,Varun Aaron,8,8,31.0,8,271,33.87,8.74,23.25,0,0,2012
1159,Angelo Mathews,9,9,26.0,7,192,27.42,7.38,22.28,0,0,2012
1160,Ankeet Chavan,8,8,27.0,7,236,33.71,8.63,23.42,0,0,2012
1161,Brett Lee,10,10,38.0,7,299,42.71,7.86,32.57,0,0,2012
1162,Dimitri Mascarenhas,4,4,16.0,7,105,15.0,6.56,13.71,0,1,2012
1163,Pankaj Singh,6,6,21.0,7,170,24.28,8.09,18.0,0,0,2012
1164,Pawan Negi,8,6,22.0,7,152,21.71,6.9,18.85,1,0,2012
1165,Dhawal Kulkarni,2,2,8.0,6,64,10.66,8.0,8.0,0,0,2012
1166,Harbhajan Singh,17,16,54.0,6,384,64.0,7.11,54.0,0,0,2012
1167,Harmeet Singh Bansal,7,6,19.0,6,168,28.0,8.68,19.33,0,0,2012
1168,James Franklin,12,9,15.0,6,121,20.16,8.06,15.0,0,0,2012
1169,KP Appanna,7,6,17.0,6,148,24.66,8.7,17.0,1,0,2012
1170,Shane Watson,7,7,23.0,6,161,26.83,7.0,23.0,0,0,2012
1171,Shaun Tait,6,6,23.0,6,151,25.16,6.61,22.83,0,0,2012
1172,Ajit Chandila,4,4,14.0,5,86,17.2,6.14,16.8,1,0,2012
1173,Andrew McDonald,4,3,10.0,5,61,12.2,6.1,12.0,0,0,2012
1174,Daniel Vettori,9,9,35.0,5,236,47.2,6.74,42.0,0,0,2012
1175,Wayne Parnell,6,6,21.0,5,128,25.6,6.09,25.2,0,0,2012
1176,Ankit Sharma,9,9,24.0,4,165,41.25,6.82,36.25,0,0,2012
1177,Iqbal Abdulla,9,8,22.0,4,144,36.0,6.54,33.0,0,0,2012
1178,Murali Kartik,11,11,36.0,4,266,66.5,7.38,54.0,0,0,2012
1179,Nuwan Kulasekara,5,4,14.0,4,94,23.5,6.71,21.0,0,0,2012
1180,Ajit Agarkar,4,4,14.0,3,134,44.66,9.34,28.66,0,0,2012
1181,Alfonso Thomas,4,4,14.0,3,109,36.33,7.78,28.0,0,0,2012
1182,Anand Rajan,4,4,12.0,3,109,36.33,9.21,23.66,0,0,2012
1183,David Hussey,16,6,9.0,3,63,21.0,7.0,18.0,0,0,2012
1184,Doug Bracewell,1,1,4.0,3,32,10.66,8.0,8.0,0,0,2012
1185,James Faulkner,2,2,8.0,3,72,24.0,9.0,16.0,0,0,2012
1186,Manpreet Gony,6,6,24.0,3,207,69.0,8.62,48.0,0,0,2012
1187,Marchant de Lange,3,3,10.0,3,107,35.66,10.7,20.0,0,0,2012
1188,Robin Peterson,5,4,8.0,3,70,23.33,8.75,16.0,0,0,2012
1189,Shikhar Dhawan,15,4,6.0,3,55,18.33,9.16,12.0,0,0,2012
1190,Stuart Binny,8,6,10.0,3,78,26.0,7.8,20.0,0,0,2012
1191,Yo Mahesh,5,4,9.0,3,81,27.0,8.67,18.66,0,0,2012
1192,Yusuf Pathan,17,12,22.0,3,182,60.66,8.27,44.0,0,0,2012
1193,Bhargav Bhatt,5,5,16.0,2,136,68.0,8.24,49.5,0,0,2012
1194,Dwayne Smith,7,6,13.0,2,95,47.5,7.3,39.0,0,0,2012
1195,Juan Theron,2,2,8.0,2,66,33.0,8.25,24.0,0,0,2012
1196,Michael Clarke,6,5,11.0,2,67,33.5,6.09,33.0,0,0,2012
1197,Roelof van der Merwe,3,3,10.0,2,60,30.0,6.0,30.0,0,0,2012
1198,Sourav Ganguly,15,4,10.0,2,95,47.5,9.5,30.0,0,0,2012
1199,Suresh Raina,19,7,14.0,2,105,52.5,7.5,42.0,0,0,2012
1200,Abhishek Jhunjhunwala,5,3,6.0,1,38,38.0,6.33,36.0,0,0,2012
1201,Akshath Reddy,5,1,3.0,1,32,32.0,10.66,18.0,0,0,2012
1202,Andre Russell,4,4,16.0,1,161,161.0,10.06,96.0,0,0,2012
1203,Ashok Menaria,15,3,3.0,1,23,23.0,6.9,20.0,0,0,2012
1204,Brad Hodge,12,2,2.0,1,21,21.0,10.5,12.0,0,0,2012
1205,Clint McKay,2,2,7.0,1,60,60.0,8.57,42.0,0,0,2012
1206,Glenn Maxwell,2,2,3.0,1,22,22.0,7.33,18.0,0,0,2012
1207,Jesse Ryder,11,4,7.0,1,70,70.0,10.0,42.0,0,0,2012
1208,JP Duminy,9,6,12.0,1,104,104.0,8.66,72.0,0,0,2012
1209,Laxmi Ratan Shukla,11,2,2.0,1,12,12.0,6.0,12.0,0,0,2012
1210,Mandeep Singh,16,1,3.0,1,23,23.0,7.66,18.0,0,0,2012
1211,Pradeep Sangwan,1,1,4.0,1,42,42.0,10.5,24.0,0,0,2012
1212,Ryan ten Doeschate,3,1,3.0,1,24,24.0,8.0,18.0,0,0,2012
1213,TP Sudhindra,3,3,11.0,1,136,136.0,11.65,70.0,0,0,2012
1214,Lasith Malinga,16,16,63.0,28,375,13.39,5.95,13.5,0,1,2011
1215,Munaf Patel,15,15,54.0,22,358,16.27,6.58,14.81,0,1,2011
1216,Sreenath Aravind,13,13,46.0,21,368,17.52,8.0,13.14,1,0,2011
1217,Ravichandran Ashwin,16,16,63.0,20,388,19.4,6.15,18.9,0,0,2011
1218,Amit Mishra,14,14,53.0,19,358,18.84,6.71,16.84,1,0,2011
1219,Doug Bollinger,13,13,47.0,17,329,19.35,7.0,16.58,0,0,2011
1220,Iqbal Abdulla,15,15,50.0,16,305,19.06,6.1,18.75,0,0,2011
1221,Ryan Harris,13,13,47.0,16,382,23.87,8.12,17.62,0,0,2011
1222,Rahul Sharma,14,14,50.0,16,273,17.06,5.46,18.75,0,0,2011
1223,Piyush Chawla,12,12,41.0,16,336,21.0,8.12,15.5,1,0,2011
1224,Albie Morkel,15,14,45.0,15,382,25.46,8.48,18.0,0,0,2011
1225,Dale Steyn,12,12,45.0,14,299,21.35,6.57,19.5,0,0,2011
1226,Harbhajan Singh,15,15,53.0,14,370,26.42,6.98,22.71,0,1,2011
1227,Zaheer Khan,15,15,59.0,14,455,32.5,7.71,25.28,0,0,2011
1228,RP Singh,14,14,50.0,13,345,26.53,6.9,23.07,1,0,2011
1229,Shane Warne,13,12,47.0,13,297,22.84,6.31,21.69,0,0,2011
1230,Yusuf Pathan,15,14,39.0,13,238,18.3,6.1,18.0,0,0,2011
1231,Morne Morkel,11,11,43.0,13,325,25.0,7.55,19.84,0,0,2011
1232,Daniel Vettori,13,13,51.0,12,311,25.91,6.01,25.83,0,0,2011
1233,Vinay Kumar,13,13,44.0,12,335,27.91,7.5,22.33,0,0,2011
1234,Dan Christian,14,14,45.0,11,350,31.81,7.66,24.9,0,0,2011
1235,Alfonso Thomas,11,11,38.0,11,297,27.0,7.71,21.0,0,0,2011
1236,Ishant Sharma,12,12,44.0,11,314,28.54,7.13,24.0,0,1,2011
1237,Shakib Al Hasan,7,7,25.0,11,175,15.9,6.86,13.9,0,0,2011
1238,Irfan Pathan,14,13,46.0,11,344,31.27,7.5,25.0,0,0,2011
1239,Shadab Jakati,15,14,44.0,10,336,33.6,7.6,26.5,0,0,2011
1240,Kieron Pollard,16,16,42.0,10,361,36.1,8.49,25.5,0,0,2011
1241,Lakshmipathy Balaji,14,14,44.0,10,371,37.1,8.36,26.6,0,0,2011
1242,Pragyan Ojha,10,10,37.0,10,267,26.7,7.24,22.1,0,0,2011
1243,Praveen Kumar,13,13,46.0,10,345,34.5,7.5,27.6,0,0,2011
1244,Siddharth Trivedi,12,12,35.0,10,303,30.3,8.49,21.4,0,0,2011
1245,Amit Singh,9,9,28.0,9,215,23.88,7.54,19.0,0,0,2011
1246,Bhargav Bhatt,10,8,28.0,9,229,25.44,8.22,18.55,1,0,2011
1247,Wayne Parnell,8,8,29.0,9,213,23.66,7.26,19.55,0,0,2011
1248,Yuvraj Singh,14,13,29.0,9,192,21.33,6.62,19.33,1,0,2011
1249,Chris Gayle,12,12,36.0,8,244,30.5,6.77,27.0,0,0,2011
1250,Shalabh Srivastava,6,6,20.0,8,186,23.25,9.3,15.0,0,0,2011
1251,Ravindra Jadeja,14,14,42.0,8,305,38.12,7.26,31.5,0,0,2011
1252,Rajat Bhatia,14,12,32.0,8,210,26.25,6.56,24.0,0,0,2011
1253,Ajit Agarkar,7,7,27.0,8,231,28.87,8.55,20.25,0,0,2011
1254,Jacques Kallis,15,9,24.0,7,170,24.28,7.08,20.57,0,0,2011
1255,James Hopes,10,9,32.0,7,272,38.85,8.5,27.42,0,0,2011
1256,Johan Botha,10,10,36.0,7,239,34.14,6.63,30.85,0,0,2011
1257,Mitchell Marsh,5,5,14.0,7,99,14.14,6.98,12.14,1,0,2011
1258,Paul Valthaty,14,9,24.0,7,189,27.0,7.82,20.71,1,0,2011
1259,Shanthakumaran Sreesanth,9,9,32.0,7,206,29.42,6.47,27.28,0,0,2011
1260,Brad Hodge,14,4,11.0,7,77,11.0,7.0,9.42,1,0,2011
1261,Jaydev Unadkat,7,6,18.0,6,150,25.0,8.33,18.0,0,0,2011
1262,Suraj Randiv,8,8,29.0,6,223,37.16,7.68,29.0,0,0,2011
1263,Shaun Tait,4,4,15.0,6,127,21.16,8.56,14.83,0,0,2011
1264,Shane Watson,11,10,36.0,6,241,40.16,6.69,36.0,0,0,2011
1265,Dwayne Bravo,6,6,20.0,6,157,26.16,7.85,20.0,0,0,2011
1266,Raiphi Gomez,11,8,15.0,5,124,24.8,8.26,18.0,0,0,2011
1267,Ryan McLaren,6,6,18.0,5,178,35.6,9.88,21.6,0,0,2011
1268,Roelof van der Merwe,4,4,15.0,5,92,18.4,6.2,17.8,0,0,2011
1269,Dhawal Kulkarni,6,6,20.0,5,149,29.8,7.45,24.0,0,0,2011
1270,Syed Mohammad,5,5,15.0,5,127,25.4,8.46,18.0,0,0,2011
1271,Brett Lee,12,12,45.0,5,338,67.6,7.45,54.4,0,0,2011
1272,Charl Langeveldt,3,3,11.0,5,84,16.8,7.63,13.2,0,0,2011
1273,Abhimanyu Mithun,12,12,34.0,5,321,64.2,9.44,40.8,0,0,2011
1274,Ashok Dinda,6,5,17.0,5,152,30.4,8.94,20.4,0,0,2011
1275,Shrikant Wagh,7,7,16.0,4,121,30.25,7.56,24.0,0,0,2011
1276,Suresh Raina,16,12,27.0,4,201,50.25,7.3,41.25,0,0,2011
1277,JP Duminy,10,8,18.0,4,143,35.75,7.94,27.0,0,0,2011
1278,Jesse Ryder,13,7,15.0,4,118,29.5,7.69,23.0,0,0,2011
1279,Manpreet Gony,3,3,9.0,4,85,21.25,9.44,13.5,0,0,2011
1280,Tim Southee,5,5,19.0,4,166,41.5,8.73,28.5,0,0,2011
1281,P Parameswaran,5,5,15.0,4,137,34.25,8.74,23.5,0,0,2011
1282,Bipul Sharma,4,4,12.0,4,78,19.5,6.5,18.0,0,0,2011
1283,Shahbaz Nadeem,5,5,19.0,4,142,35.5,7.47,28.5,0,0,2011
1284,Harmeet Singh Bansal,2,2,7.0,3,53,17.66,7.57,14.0,0,0,2011
1285,Aavishkar Salvi,2,2,8.0,3,66,22.0,8.25,16.0,0,0,2011
1286,Ryan Ninan,2,2,6.0,3,65,21.66,10.83,12.0,0,0,2011
1287,Ali Murtaza,5,5,20.0,3,117,39.0,5.85,40.0,0,0,2011
1288,Bhuvneshwar Kumar,4,4,11.0,3,67,22.33,6.09,22.0,0,0,2011
1289,James Franklin,8,6,10.0,3,99,33.0,9.73,20.33,0,0,2011
1290,Anand Rajan,2,2,5.0,3,50,16.66,10.0,10.0,0,0,2011
1291,Johan van der Wath,3,3,12.0,3,129,43.0,10.75,24.0,0,0,2011
1292,Varun Aaron,4,3,12.0,2,82,41.0,6.83,36.0,0,0,2011
1293,Thisara Perera,4,4,14.0,2,111,55.5,7.92,42.0,0,0,2011
1294,Umesh Yadav,7,6,18.0,2,169,84.5,9.38,54.0,0,0,2011
1295,Ashok Menaria,13,9,15.0,2,121,60.5,8.06,45.0,0,0,2011
1296,Dirk Nannes,2,2,4.0,2,31,15.5,7.75,12.0,0,0,2011
1297,Virat Kohli,16,10,17.0,2,139,69.5,8.17,51.0,0,0,2011
1298,Muttiah Muralitharan,5,5,19.0,2,141,70.5,7.42,57.0,0,0,2011
1299,Abhishek Nayar,10,6,10.0,2,95,47.5,9.34,30.5,0,0,2011
1300,Ramesh Powar,5,5,12.0,2,112,56.0,9.33,36.0,0,0,2011
1301,Yogesh Nagar,11,5,5.0,1,67,67.0,13.4,30.0,0,0,2011
1302,David Hussey,8,2,3.0,1,38,38.0,12.66,18.0,0,0,2011
1303,Shikhar Dhawan,14,2,2.0,1,11,11.0,5.5,12.0,0,0,2011
1304,Tillakaratne Dilshan,10,6,12.0,1,108,108.0,9.0,72.0,0,0,2011
1305,Andrew Symonds,11,3,4.0,1,41,41.0,10.25,24.0,0,0,2011
1306,Murali Kartik,6,6,21.0,1,166,166.0,7.96,125.0,0,0,2011
